,Gender,Age,Height,Built,State,District,Area,Railway
1977,FEMALE,19,153.0,6,DELHI,KALYANPURI,EAST,False
1978,MALE,43,153.0,5,DELHI,SAKET,SOUTH,False
1979,MALE,5,86.23255813953489,2,DELHI,KALKAJI,SOUTH,False
1980,MALE,12,122.0,2,DELHI,SADAR BAZAR,NORTH,True
1981,MALE,44,153.0,3,DELHI,UTTAM NAGAR,WEST,False
1982,MALE,36,153.0,3,DELHI,PUL PRAHLAD PUR,SOUTH EAST,False
1983,MALE,16,153.0,3,DELHI,BABA HARIDAS NAGAR,SOUTH WEST,False
1984,MALE,32,153.0,3,DELHI,SHAKARPUR,EAST,False
1985,MALE,26,183.0,5,DELHI,NARELA,NORTH,True
1986,MALE,13,122.0,2,DELHI,BHAJAN PURA,NORTH EAST,False
1987,MALE,35,153.0,3,DELHI,SAMAIPUR BADLI,CENTRAL,False
1988,MALE,15,122.0,2,DELHI,HARSH VIHAR,NORTH EAST,False
1989,MALE,26,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1990,MALE,70,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
1991,FEMALE,15,153.0,5,DELHI,NEW USMANPUR,NORTH EAST,False
1992,MALE,30,153.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
1993,MALE,85,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1994,MALE,20,153.0,2,DELHI,GULABI BAGH,NORTH,False
1995,MALE,28,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
1996,MALE,20,153.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
1997,FEMALE,33,153.0,2,DELHI,TIMARPUR,NORTH,False
1998,FEMALE,19,153.0,3,DELHI,KHYALA,WEST,False
1999,MALE,20,153.0,3,DELHI,KHAJURI KHAS,NORTH EAST,False
2000,FEMALE,28,153.0,2,DELHI,MUNDKA,WEST,False
2001,MALE,23,153.0,2,DELHI,BHALSWA DAIRY,NORTH WEST,False
2002,MALE,15,153.0,2,DELHI,HARSH VIHAR,NORTH EAST,False
2003,FEMALE,33,153.0,2,UTTAR PRADESH,KOTWALI,NORTH,False
2004,MALE,31,153.0,6,DELHI,MUNDKA,WEST,False
2005,MALE,36,153.0,3,DELHI,JAHANGIR PURI,NORTH WEST,False
2006,FEMALE,22,122.0,3,DELHI,NAND NAGRI,NORTH EAST,False
2007,MALE,5,86.23255813953489,2,DELHI,NEW DELHI RLY. STN.,CENTRAL,True
2008,MALE,22,183.0,3,DELHI,FATEHPUR BERI,SOUTH,False
2009,MALE,5,86.23255813953489,2,DELHI,NAND NAGRI,NORTH EAST,False
2010,FEMALE,25,153.0,2,DELHI,MUNDKA,WEST,False
2011,FEMALE,3,61.0,5,DELHI,MUNDKA,WEST,False
2012,MALE,26,153.0,3,DELHI,KHYALA,WEST,False
2013,MALE,33,153.0,3,DELHI,BHALSWA DAIRY,NORTH WEST,False
2014,MALE,33,153.0,3,DELHI,NAGAF GARH,SOUTH WEST,False
2015,FEMALE,22,153.0,3,DELHI,HARSH VIHAR,NORTH EAST,False
2016,MALE,20,153.0,3,DELHI,BAWANA,NORTH WEST,False
2017,MALE,47,153.0,3,DELHI,BABA HARIDAS NAGAR,SOUTH WEST,False
2018,MALE,18,153.0,3,DELHI,BAWANA,NORTH WEST,False
2019,MALE,36,153.0,3,DELHI,UTTAM NAGAR,WEST,False
2020,FEMALE,20,153.0,3,DELHI,RANHOLA,WEST,False
2021,MALE,42,153.0,3,DELHI,BHARAT NAGAR,NORTH WEST,False
2022,FEMALE,15,122.0,3,DELHI,NEW ASHOK NAGAR,EAST,False
2023,MALE,48,153.0,2,DELHI,UTTAM NAGAR,WEST,False
2024,FEMALE,14,122.0,3,DELHI,ANAND PARBAT,CENTRAL,False
2025,FEMALE,18,153.0,6,DELHI,MANGOL PURI,CENTRAL,True
2026,MALE,22,153.0,3,DELHI,SHAHDARA,NORTH EAST,False
2027,MALE,22,153.0,2,DELHI,KARAWAL NAGAR,NORTH EAST,False
2028,MALE,19,153.0,3,DELHI,BEGUM PUR,NORTH WEST,False
2029,FEMALE,23,153.0,3,DELHI,BAWANA,NORTH WEST,False
2030,FEMALE,20,153.0,2,DELHI,KHYALA,WEST,False
2031,MALE,29,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
2032,FEMALE,25,153.0,2,DELHI,BEGUM PUR,NORTH WEST,False
2033,MALE,13,122.0,2,DELHI,GOVIND PURI,SOUTH EAST,True
2034,MALE,55,153.0,2,DELHI,SULTANPURI,CENTRAL,False
2035,MALE,8,92.0,2,DELHI,BEGUM PUR,NORTH WEST,False
2036,MALE,18,153.0,2,DELHI,HARI NAGAR,WEST,True
2037,MALE,17,153.0,2,DELHI,BHAJAN PURA,NORTH EAST,False
2038,MALE,3,61.0,3,DELHI,BEGUM PUR,NORTH WEST,False
2039,MALE,21,153.0,3,DELHI,MEHRAULI,SOUTH WEST,False
2040,FEMALE,22,153.0,5,DELHI,KARAWAL NAGAR,NORTH EAST,False
2041,MALE,23,153.0,2,DELHI,KHAJURI KHAS,NORTH EAST,False
2042,MALE,34,153.0,4,DELHI,KRISHNA NAGAR,EAST,False
2043,MALE,65,153.0,3,DELHI,FARSH BAZAR,EAST,False
2044,MALE,13,122.0,3,DELHI,MEHRAULI,SOUTH WEST,False
2045,MALE,30,153.0,5,DELHI,KHAJURI KHAS,NORTH EAST,False
2046,MALE,33,153.0,3,DELHI,SANGAM VIHAR,SOUTH EAST,False
2047,MALE,48,153.0,3,DELHI,KESHAV PURAM,NORTH WEST,False
2048,MALE,35,153.0,2,DELHI,SOUTH ROHINI,NORTH WEST,False
2049,FEMALE,16,153.0,3,DELHI,SAFDARJUNG ENCLAVE,CENTRAL,False
2050,MALE,61,153.0,5,DELHI,AMAR COLONY,SOUTH EAST,False
2051,FEMALE,16,153.0,3,DELHI,NEW USMANPUR,NORTH EAST,False
2052,MALE,30,153.0,5,DELHI,HARI NAGAR,WEST,True
2053,FEMALE,15,153.0,2,DELHI,KHYALA,WEST,False
2054,FEMALE,16,153.0,2,DELHI,ANAND PARBAT,CENTRAL,False
2055,FEMALE,15,122.0,2,DELHI,NARELA,NORTH,True
2056,FEMALE,24,153.0,2,DELHI,RANHOLA,WEST,False
2057,MALE,8,61.0,3,DELHI,SEELAMPUR,NORTH EAST,False
2058,FEMALE,25,153.0,2,DELHI,MUNDKA,WEST,False
2059,MALE,57,153.0,3,DELHI,MANGOL PURI,CENTRAL,True
2060,MALE,23,153.0,3,DELHI,NORTH ROHINI,NORTH WEST,False
2061,MALE,19,153.0,3,DELHI,RANJIT NAGAR,CENTRAL,False
2062,MALE,42,153.0,3,DELHI,DWARKA NORTH,SOUTH WEST,False
2063,FEMALE,21,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
2064,FEMALE,25,153.0,3,DELHI,MANGOL PURI,CENTRAL,True
2065,FEMALE,20,153.0,2,DELHI,FARSH BAZAR,EAST,False
2066,FEMALE,22,153.0,3,DELHI,PREET VIHAR,EAST,False
2067,FEMALE,19,152.0,5,DELHI,KHAJURI KHAS,NORTH EAST,False
2068,MALE,10,122.0,3,DELHI,JAHANGIR PURI,NORTH WEST,False
2069,FEMALE,15,153.0,2,DELHI,PREET VIHAR,EAST,False
2070,MALE,36,183.0,3,DELHI,NORTH AVENUE,CENTRAL,False
2071,FEMALE,21,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
2072,MALE,55,153.0,3,DELHI,AMAN VIHAR,CENTRAL,False
2073,MALE,40,153.0,2,DELHI,PRASHANT VIHAR,CENTRAL,False
2074,MALE,30,153.0,2,DELHI,SULTANPURI,CENTRAL,False
2075,MALE,17,153.0,2,DELHI,AMAN VIHAR,CENTRAL,False
2076,MALE,15,122.0,2,DELHI,AMAN VIHAR,CENTRAL,False
2077,MALE,13,122.0,2,DELHI,AMAN VIHAR,CENTRAL,False
2078,MALE,19,153.0,2,DELHI,DARYA GANJ,CENTRAL,False
2079,MALE,34,153.0,3,DELHI,K.N. KATJU MARG,CENTRAL,False
2080,FEMALE,33,153.0,3,DELHI,JAMIA NAGAR,SOUTH EAST,False
2081,MALE,25,153.0,3,DELHI,RANHOLA,WEST,False
2082,FEMALE,17,153.0,2,DELHI,OKHLA INDUSTRIAL AREA,SOUTH EAST,False
2083,FEMALE,22,153.0,2,DELHI,SONIA VIHAR,NORTH EAST,False
2084,FEMALE,21,153.0,3,DELHI,SARITA VIHAR,SOUTH EAST,False
2085,FEMALE,14,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
2086,MALE,24,153.0,3,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
2087,FEMALE,14,153.0,2,DELHI,JAIT PUR,SOUTH EAST,False
2088,FEMALE,17,153.0,2,DELHI,MEHRAULI,SOUTH WEST,False
2089,MALE,23,153.0,3,DELHI,MODEL TOWN,NORTH WEST,False
2090,FEMALE,10,122.0,2,DELHI,JAFRABAD,NORTH EAST,False
2091,MALE,22,153.0,3,DELHI,UTTAM NAGAR,WEST,False
2092,FEMALE,16,122.0,3,DELHI,KARAWAL NAGAR,NORTH EAST,False
2093,MALE,33,153.0,3,DELHI,JAIT PUR,SOUTH EAST,False
2094,MALE,16,153.0,5,DELHI,K.M. PUR,SOUTH,False
2095,MALE,30,153.0,2,DELHI,PASCHIM VIHAR,WEST,False
2096,FEMALE,10,92.0,3,UTTAR PRADESH,KOTWALI,NORTH,False
2097,FEMALE,31,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
2098,FEMALE,23,153.0,3,DELHI,UTTAM NAGAR,WEST,False
2099,FEMALE,17,153.0,3,DELHI,GHAZIPUR,EAST,False
2100,FEMALE,15,153.0,2,GUJURAT,GANDHINAGAR,WEST,False
2101,FEMALE,50,153.0,5,DELHI,GHAZIPUR,EAST,False
2102,MALE,33,153.0,3,DELHI,GOVIND PURI,SOUTH EAST,True
2103,MALE,21,153.0,2,DELHI,NARELA,NORTH,True
2104,FEMALE,19,153.0,5,DELHI,VIKASPURI,WEST,False
2105,FEMALE,13,153.0,2,DELHI,KAPASHERA,SOUTH WEST,False
2106,FEMALE,24,153.0,2,DELHI,SHAHBAD DAIRY,CENTRAL,False
2107,FEMALE,20,153.0,3,DELHI,AMAR COLONY,SOUTH EAST,False
2108,MALE,7,92.0,2,DELHI,SHAHBAD DAIRY,CENTRAL,False
2109,FEMALE,14,122.0,2,DELHI,SONIA VIHAR,NORTH EAST,False
2110,MALE,23,153.0,5,DELHI,BEGUM PUR,NORTH WEST,False
2111,MALE,28,153.0,3,DELHI,NARELA,NORTH,True
2112,FEMALE,18,153.0,3,DELHI,SHAHBAD DAIRY,CENTRAL,False
2113,FEMALE,16,153.0,3,DELHI,NARAINA,SOUTH WEST,True
2114,FEMALE,18,153.0,2,DELHI,VASANT VIHAR,SOUTH,False
2115,MALE,35,153.0,5,DELHI,NARELA,NORTH,True
2116,MALE,17,153.0,2,DELHI,WELCOME,NORTH EAST,False
2117,MALE,26,183.0,5,DELHI,NORTH AVENUE,CENTRAL,False
2118,MALE,17,153.0,3,DELHI,KAPASHERA,SOUTH WEST,False
2119,MALE,27,153.0,3,DELHI,MUKHERJEE NAGAR,NORTH WEST,False
2120,MALE,22,153.0,2,DELHI,KHYALA,WEST,False
2121,MALE,25,153.0,3,DELHI,KALYANPURI,EAST,False
2122,MALE,24,153.0,2,DELHI,ADARSH NAGAR,NORTH WEST,False
2123,MALE,15,153.0,3,DELHI,NAND NAGRI,NORTH EAST,False
2124,MALE,15,153.0,2,DELHI,GOVIND PURI,SOUTH EAST,True
2125,MALE,58,153.0,3,DELHI,R. K. PURAM,SOUTH,False
2126,MALE,5,86.23255813953489,3,DELHI,GOVIND PURI,SOUTH EAST,True
